Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Denmark,DNK,Control of Corruption: Estimate,CC.EST,2.402744293
Gabon,GAB,Government Effectiveness: Percentile Rank,GE.PER.RNK,24.52830124
Denmark,DNK,Government Effectiveness: Estimate,GE.EST,1.990609765
India,IND,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,24.52830124
Uzbekistan,UZB,Control of Corruption: Percentile Rank,CC.PER.RNK,24.52830124
Denmark,DNK,Regulatory Quality: Estimate,RQ.EST,1.843127489
Comoros,COM,Voice and Accountability: Percentile Rank,VA.PER.RNK,24.63768196
Denmark,DNK,Rule of Law: Estimate,RL.EST,1.900308132
Cambodia,KHM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,25
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.508419454
Djibouti,DJI,Voice and Accountability: Estimate,VA.EST,-1.287063956
Honduras,HND,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,25
Djibouti,DJI,Control of Corruption: Estimate,CC.EST,-0.793283403
Mozambique,MOZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,25
Djibouti,DJI,Government Effectiveness: Estimate,GE.EST,-0.786164522
Pakistan,PAK,Rule of Law: Percentile Rank,RL.PER.RNK,25
West Bank and Gaza,PSE,Control of Corruption: Percentile Rank,CC.PER.RNK,25
Djibouti,DJI,Regulatory Quality: Estimate,RQ.EST,-0.899799407
Pakistan,PAK,Voice and Accountability: Percentile Rank,VA.PER.RNK,25.12077332
Djibouti,DJI,Rule of Law: Estimate,RL.EST,-1.102044463
Gabon,GAB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,25.47169876
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.298232317
Dominica,DMA,Voice and Accountability: Estimate,VA.EST,0.794093907
Kyrgyz Republic,KGZ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,25.47169876
Dominica,DMA,Control of Corruption: Estimate,CC.EST,0.539313197
Mauritania,MRT,Government Effectiveness: Percentile Rank,GE.PER.RNK,25.47169876
Dominica,DMA,Government Effectiveness: Estimate,GE.EST,-0.097093813
Mauritania,MRT,Rule of Law: Percentile Rank,RL.PER.RNK,25.47169876
Papua New Guinea,PNG,Control of Corruption: Percentile Rank,CC.PER.RNK,25.47169876
Dominica,DMA,Regulatory Quality: Estimate,RQ.EST,0.341509432
Brunei Darussalam,BRN,Voice and Accountability: Percentile Rank,VA.PER.RNK,25.60386467
Dominica,DMA,Rule of Law: Estimate,RL.EST,0.733293772
Argentina,ARG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,25.94339561
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.328113049
Dominican Republic,DOM,Voice and Accountability: Estimate,VA.EST,0.310950071
Azerbaijan,AZE,Rule of Law: Percentile Rank,RL.PER.RNK,25.94339561
Dominican Republic,DOM,Control of Corruption: Estimate,CC.EST,-0.439608067
Bosnia and Herzegovina,BIH,Control of Corruption: Percentile Rank,CC.PER.RNK,25.94339561
Dominican Republic,DOM,Government Effectiveness: Estimate,GE.EST,-0.067733064
Madagascar,MDG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,25.94339561
Russian Federation,RUS,Government Effectiveness: Percentile Rank,GE.PER.RNK,25.94339561
Dominican Republic,DOM,Regulatory Quality: Estimate,RQ.EST,0.069547787
Uganda,UGA,Voice and Accountability: Percentile Rank,VA.PER.RNK,26.08695602
Dominican Republic,DOM,Rule of Law: Estimate,RL.EST,-0.092175312
Cote d'Ivoire,CIV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,26.41509438
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.239295244
Ecuador,ECU,Voice and Accountability: Estimate,VA.EST,0.025918409
"Egypt, Arab Rep.",EGY,Control of Corruption: Percentile Rank,CC.PER.RNK,26.41509438
Ecuador,ECU,Control of Corruption: Estimate,CC.EST,-0.62992847
Eswatini,SWZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,26.41509438
Ecuador,ECU,Government Effectiveness: Estimate,GE.EST,-0.308546245
Ethiopia,ETH,Rule of Law: Percentile Rank,RL.PER.RNK,26.41509438
Papua New Guinea,PNG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,26.41509438
Ecuador,ECU,Regulatory Quality: Estimate,RQ.EST,-0.459721535
Angola,AGO,Voice and Accountability: Percentile Rank,VA.PER.RNK,26.57004738
Ecuador,ECU,Rule of Law: Estimate,RL.EST,-0.620224118
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,26.88679314
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.028056622
"Egypt, Arab Rep.",EGY,Voice and Accountability: Estimate,VA.EST,-1.451588035
Ecuador,ECU,Rule of Law: Percentile Rank,RL.PER.RNK,26.88679314
"Egypt, Arab Rep.",EGY,Control of Corruption: Estimate,CC.EST,-0.678810477
Eswatini,SWZ,Control of Corruption: Percentile Rank,CC.PER.RNK,26.88679314
"Egypt, Arab Rep.",EGY,Government Effectiveness: Estimate,GE.EST,-0.44754681
Maldives,MDV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,26.88679314
Solomon Islands,SLB,Government Effectiveness: Percentile Rank,GE.PER.RNK,26.88679314
"Egypt, Arab Rep.",EGY,Regulatory Quality: Estimate,RQ.EST,-0.713920832
Jordan,JOR,Voice and Accountability: Percentile Rank,VA.PER.RNK,27.05314064
"Egypt, Arab Rep.",EGY,Rule of Law: Estimate,RL.EST,-0.263772666
"Gambia, The",GMB,Government Effectiveness: Percentile Rank,GE.PER.RNK,27.35848999
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.153124496
El Salvador,SLV,Voice and Accountability: Estimate,VA.EST,-0.371873051
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,27.35848999
El Salvador,SLV,Control of Corruption: Estimate,CC.EST,-0.642081201
Papua New Guinea,PNG,Rule of Law: Percentile Rank,RL.PER.RNK,27.35848999
El Salvador,SLV,Government Effectiveness: Estimate,GE.EST,-0.320332825
Sri Lanka,LKA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,27.35848999
Togo,TGO,Control of Corruption: Percentile Rank,CC.PER.RNK,27.35848999
El Salvador,SLV,Regulatory Quality: Estimate,RQ.EST,-0.46272406
Togo,TGO,Voice and Accountability: Percentile Rank,VA.PER.RNK,27.53623199
El Salvador,SLV,Rule of Law: Estimate,RL.EST,-0.741353929
El Salvador,SLV,Control of Corruption: Percentile Rank,CC.PER.RNK,27.83018875
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.074253544
Equatorial Guinea,GNQ,Voice and Accountability: Estimate,VA.EST,-1.668113351
Nepal,NPL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,27.83018875
Equatorial Guinea,GNQ,Control of Corruption: Estimate,CC.EST,-1.601716042
Peru,PER,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,27.83018875
Equatorial Guinea,GNQ,Government Effectiveness: Estimate,GE.EST,-1.296387792
Sao Tome and Principe,STP,Rule of Law: Percentile Rank,RL.PER.RNK,27.83018875
Zambia,ZMB,Government Effectiveness: Percentile Rank,GE.PER.RNK,27.83018875
Equatorial Guinea,GNQ,Regulatory Quality: Estimate,RQ.EST,-1.493266106
Bangladesh,BGD,Voice and Accountability: Percentile Rank,VA.PER.RNK,28.01932335
Equatorial Guinea,GNQ,Rule of Law: Estimate,RL.EST,-1.406256437
Algeria,DZA,Control of Corruption: Percentile Rank,CC.PER.RNK,28.30188751
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.970292985
Eritrea,ERI,Voice and Accountability: Estimate,VA.EST,-1.879930735
Burkina Faso,BFA,Rule of Law: Percentile Rank,RL.PER.RNK,28.30188751
Eritrea,ERI,Control of Corruption: Estimate,CC.EST,-1.282102227
China,CHN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,28.30188751
Eritrea,ERI,Government Effectiveness: Estimate,GE.EST,-1.730404496
Mali,MLI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,28.30188751
Togo,TGO,Government Effectiveness: Percentile Rank,GE.PER.RNK,28.30188751
Eritrea,ERI,Regulatory Quality: Estimate,RQ.EST,-2.369392633
Mauritania,MRT,Voice and Accountability: Percentile Rank,VA.PER.RNK,28.5024147
Eritrea,ERI,Rule of Law: Estimate,RL.EST,-1.771386266
Benin,BEN,Rule of Law: Percentile Rank,RL.PER.RNK,28.77358437
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.723720729
Estonia,EST,Voice and Accountability: Estimate,VA.EST,1.197730541
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,28.77358437
Estonia,EST,Control of Corruption: Estimate,CC.EST,1.54468286
Kyrgyz Republic,KGZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,28.77358437
Estonia,EST,Government Effectiveness: Estimate,GE.EST,1.343134046
Niger,NER,Government Effectiveness: Percentile Rank,GE.PER.RNK,28.77358437
Panama,PAN,Control of Corruption: Percentile Rank,CC.PER.RNK,28.77358437
Estonia,EST,Regulatory Quality: Estimate,RQ.EST,1.558964491
Kyrgyz Republic,KGZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,28.98550797
Estonia,EST,Rule of Law: Estimate,RL.EST,1.426389098
Eswatini,SWZ,Rule of Law: Percentile Rank,RL.PER.RNK,29.24528313
Eswatini,SWZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.24972333
Eswatini,SWZ,Voice and Accountability: Estimate,VA.EST,-1.227049828
Indonesia,IDN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,29.24528313
Eswatini,SWZ,Control of Corruption: Estimate,CC.EST,-0.668882489
Lesotho,LSO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,29.24528313
Eswatini,SWZ,Government Effectiveness: Estimate,GE.EST,-0.68612045
Pakistan,PAK,Government Effectiveness: Percentile Rank,GE.PER.RNK,29.24528313
Ukraine,UKR,Control of Corruption: Percentile Rank,CC.PER.RNK,29.24528313
Eswatini,SWZ,Regulatory Quality: Estimate,RQ.EST,-0.718993604
Kuwait,KWT,Voice and Accountability: Percentile Rank,VA.PER.RNK,29.46859932
Eswatini,SWZ,Rule of Law: Estimate,RL.EST,-0.602303207
Angola,AGO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,29.71698189
Ethiopia,ETH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.038067579
Ethiopia,ETH,Voice and Accountability: Estimate,VA.EST,-1.048582554
Bangladesh,BGD,Rule of Law: Percentile Rank,RL.PER.RNK,29.71698189
Ethiopia,ETH,Control of Corruption: Estimate,CC.EST,-0.440878779
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,29.71698189
Ethiopia,ETH,Government Effectiveness: Estimate,GE.EST,-0.745265186
Ecuador,ECU,Control of Corruption: Percentile Rank,CC.PER.RNK,29.71698189
Paraguay,PRY,Government Effectiveness: Percentile Rank,GE.PER.RNK,29.71698189
Ethiopia,ETH,Regulatory Quality: Estimate,RQ.EST,-0.948417425
Tanzania,TZA,Voice and Accountability: Percentile Rank,VA.PER.RNK,29.95169067
Ethiopia,ETH,Rule of Law: Estimate,RL.EST,-0.623456955
"Korea, Dem. People's Rep.",PRK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,30.18867874
Fiji,FJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.764339507
Fiji,FJI,Voice and Accountability: Estimate,VA.EST,-0.149171755
Lao PDR,LAO,Government Effectiveness: Percentile Rank,GE.PER.RNK,30.18867874
Fiji,FJI,Control of Corruption: Estimate,CC.EST,0.388570487
Malawi,MWI,Control of Corruption: Percentile Rank,CC.PER.RNK,30.18867874
Fiji,FJI,Government Effectiveness: Estimate,GE.EST,0.591782868
Paraguay,PRY,Rule of Law: Percentile Rank,RL.PER.RNK,30.18867874
Tanzania,TZA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,30.18867874
Fiji,FJI,Regulatory Quality: Estimate,RQ.EST,-0.060217202
Burkina Faso,BFA,Voice and Accountability: Percentile Rank,VA.PER.RNK,30.43478203
Fiji,FJI,Rule of Law: Estimate,RL.EST,0.321682155
Angola,AGO,Control of Corruption: Percentile Rank,CC.PER.RNK,30.6603775
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.891491711
Finland,FIN,Voice and Accountability: Estimate,VA.EST,1.601619482
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,30.6603775
Finland,FIN,Control of Corruption: Estimate,CC.EST,2.246977806
Brazil,BRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,30.6603775
Finland,FIN,Government Effectiveness: Estimate,GE.EST,1.755126834
Togo,TGO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,30.6603775
Togo,TGO,Rule of Law: Percentile Rank,RL.PER.RNK,30.6603775
Finland,FIN,Regulatory Quality: Estimate,RQ.EST,1.77915287
Lebanon,LBN,Voice and Accountability: Percentile Rank,VA.PER.RNK,30.91787529
Finland,FIN,Rule of Law: Estimate,RL.EST,1.958372474
Guinea-Bissau,GNB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,31.13207626
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.334524125
France,FRA,Voice and Accountability: Estimate,VA.EST,1.105864763
"Micronesia, Fed. Sts.",FSM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,31.13207626
France,FRA,Control of Corruption: Estimate,CC.EST,1.259529948
Niger,NER,Control of Corruption: Percentile Rank,CC.PER.RNK,31.13207626
France,FRA,Government Effectiveness: Estimate,GE.EST,1.16580689
Uganda,UGA,Government Effectiveness: Percentile Rank,GE.PER.RNK,31.13207626
West Bank and Gaza,PSE,Rule of Law: Percentile Rank,RL.PER.RNK,31.13207626
France,FRA,Regulatory Quality: Estimate,RQ.EST,1.188952327
Thailand,THA,Voice and Accountability: Percentile Rank,VA.PER.RNK,31.40096664
France,FRA,Rule of Law: Estimate,RL.EST,1.182720423
Belarus,BLR,Control of Corruption: Percentile Rank,CC.PER.RNK,31.60377312
French Guiana,GUF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.331466466
French Guiana,GUF,Voice and Accountability: Estimate,VA.EST,1.26603055
Bolivia,BOL,Government Effectiveness: Percentile Rank,GE.PER.RNK,31.60377312
French Guiana,GUF,Control of Corruption: Estimate,CC.EST,0.936512172
Thailand,THA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,31.60377312
French Guiana,GUF,Government Effectiveness: Estimate,GE.EST,1.242330551
Uzbekistan,UZB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,31.60377312
Mozambique,MOZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,31.884058
French Guiana,GUF,Regulatory Quality: Estimate,RQ.EST,1.085572481
Brazil,BRA,Control of Corruption: Percentile Rank,CC.PER.RNK,32.07546997
French Guiana,GUF,Rule of Law: Estimate,RL.EST,1.134706497
Cook Islands,COK,Rule of Law: Percentile Rank,RL.PER.RNK,32.07546997
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.069895133
Gabon,GAB,Voice and Accountability: Estimate,VA.EST,-0.879000068
Niue,NIU,Rule of Law: Percentile Rank,RL.PER.RNK,32.07546997
Gabon,GAB,Control of Corruption: Estimate,CC.EST,-1.048099399
Saudi Arabia,SAU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,32.07546997
Gabon,GAB,Government Effectiveness: Estimate,GE.EST,-0.726116598
Vanuatu,VUT,Government Effectiveness: Percentile Rank,GE.PER.RNK,32.07546997
Zambia,ZMB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,32.07546997
Gabon,GAB,Regulatory Quality: Estimate,RQ.EST,-0.702257216
Nigeria,NGA,Voice and Accountability: Percentile Rank,VA.PER.RNK,32.36714935
Gabon,GAB,Rule of Law: Estimate,RL.EST,-0.84057945
Algeria,DZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,32.54716873
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.04582857
"Gambia, The",GMB,Voice and Accountability: Estimate,VA.EST,-0.041429807
Guyana,GUY,Regulatory Quality: Percentile Rank,RQ.PER.RNK,32.54716873
"Gambia, The",GMB,Control of Corruption: Estimate,CC.EST,-0.278427482
Kazakhstan,KAZ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,32.54716873
"Gambia, The",GMB,Government Effectiveness: Estimate,GE.EST,-0.674558699
Peru,PER,Rule of Law: Percentile Rank,RL.PER.RNK,32.54716873
Sierra Leone,SLE,Control of Corruption: Percentile Rank,CC.PER.RNK,32.54716873
"Gambia, The",GMB,Regulatory Quality: Estimate,RQ.EST,-0.714570105
Morocco,MAR,Voice and Accountability: Percentile Rank,VA.PER.RNK,32.85024261
"Gambia, The",GMB,Rule of Law: Estimate,RL.EST,-0.449605197
Benin,BEN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,33.01886749
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.4409495
Georgia,GEO,Voice and Accountability: Estimate,VA.EST,0.013737321
Mongolia,MNG,Control of Corruption: Percentile Rank,CC.PER.RNK,33.01886749
Georgia,GEO,Control of Corruption: Estimate,CC.EST,0.620237648
Uganda,UGA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,33.01886749
Georgia,GEO,Government Effectiveness: Estimate,GE.EST,0.6508255
Ukraine,UKR,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.01886749
Zambia,ZMB,Rule of Law: Percentile Rank,RL.PER.RNK,33.01886749
Georgia,GEO,Regulatory Quality: Estimate,RQ.EST,1.032308698
"Macao SAR, China",MAC,Voice and Accountability: Percentile Rank,VA.PER.RNK,33.33333206
Georgia,GEO,Rule of Law: Estimate,RL.EST,0.169973269
Honduras,HND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,33.49056625
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.614759147
Germany,DEU,Voice and Accountability: Estimate,VA.EST,1.409542441
Nicaragua,NIC,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,33.49056625
Germany,DEU,Control of Corruption: Estimate,CC.EST,1.818375826
Philippines,PHL,Control of Corruption: Percentile Rank,CC.PER.RNK,33.49056625
Germany,DEU,Government Effectiveness: Estimate,GE.EST,1.289807439
Philippines,PHL,Rule of Law: Percentile Rank,RL.PER.RNK,33.49056625
Puerto Rico,PRI,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.49056625
Germany,DEU,Regulatory Quality: Estimate,RQ.EST,1.522294998
Guatemala,GTM,Voice and Accountability: Percentile Rank,VA.PER.RNK,33.81642532
Germany,DEU,Rule of Law: Estimate,RL.EST,1.533154368
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,33.96226501
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.065912969
Ghana,GHA,Voice and Accountability: Estimate,VA.EST,0.394973695
"Egypt, Arab Rep.",EGY,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.96226501
Ghana,GHA,Control of Corruption: Estimate,CC.EST,-0.0459955
Lesotho,LSO,Rule of Law: Percentile Rank,RL.PER.RNK,33.96226501
Ghana,GHA,Government Effectiveness: Estimate,GE.EST,-0.062545538
Nepal,NPL,Control of Corruption: Percentile Rank,CC.PER.RNK,33.96226501
Timor-Leste,TLS,Regulatory Quality: Percentile Rank,RQ.PER.RNK,33.96226501
Ghana,GHA,Regulatory Quality: Estimate,RQ.EST,-0.178818703
Honduras,HND,Voice and Accountability: Percentile Rank,VA.PER.RNK,34.29951859
Ghana,GHA,Rule of Law: Estimate,RL.EST,-0.076319806
Burkina Faso,BFA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,34.43396378
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.064303063
Greece,GRC,Voice and Accountability: Estimate,VA.EST,0.953022003
Morocco,MAR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,34.43396378
Greece,GRC,Control of Corruption: Estimate,CC.EST,0.037796605
Niger,NER,Rule of Law: Percentile Rank,RL.PER.RNK,34.43396378
Greece,GRC,Government Effectiveness: Estimate,GE.EST,0.447398782
Tanzania,TZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,34.43396378
Zambia,ZMB,Control of Corruption: Percentile Rank,CC.PER.RNK,34.43396378
Greece,GRC,Regulatory Quality: Estimate,RQ.EST,0.464378983
Cote d'Ivoire,CIV,Voice and Accountability: Percentile Rank,VA.PER.RNK,34.78260803
Greece,GRC,Rule of Law: Estimate,RL.EST,0.32558471
Argentina,ARG,Rule of Law: Percentile Rank,RL.PER.RNK,34.90565872
Greenland,GRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.565969229
Greenland,GRL,Voice and Accountability: Estimate,VA.EST,1.26603055
El Salvador,SLV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,34.90565872
Greenland,GRL,Control of Corruption: Estimate,CC.EST,1.028838038
Guatemala,GTM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,34.90565872
Greenland,GRL,Government Effectiveness: Estimate,GE.EST,0.75687325
Mongolia,MNG,Government Effectiveness: Percentile Rank,GE.PER.RNK,34.90565872
Turkiye,TUR,Control of Corruption: Percentile Rank,CC.PER.RNK,34.90565872
Greenland,GRL,Regulatory Quality: Estimate,RQ.EST,1.203171611
"Hong Kong SAR, China",HKG,Voice and Accountability: Percentile Rank,VA.PER.RNK,35.26570129
Greenland,GRL,Rule of Law: Estimate,RL.EST,1.690608263
Cote d'Ivoire,CIV,Rule of Law: Percentile Rank,RL.PER.RNK,35.37735748
Grenada,GRD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.043798447
Grenada,GRD,Voice and Accountability: Estimate,VA.EST,0.703290701
Ecuador,ECU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,35.37735748
Grenada,GRD,Control of Corruption: Estimate,CC.EST,0.483669132
Jordan,JOR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,35.37735748
Grenada,GRD,Government Effectiveness: Estimate,GE.EST,0.038479559
Peru,PER,Government Effectiveness: Percentile Rank,GE.PER.RNK,35.37735748
Serbia,SRB,Control of Corruption: Percentile Rank,CC.PER.RNK,35.37735748
Grenada,GRD,Regulatory Quality: Estimate,RQ.EST,0.393730491
Guinea-Bissau,GNB,Voice and Accountability: Percentile Rank,VA.PER.RNK,35.74879074
Grenada,GRD,Rule of Law: Estimate,RL.EST,0.554005027
Belize,BLZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,35.84905624
Guam,GUM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.808528244
Guam,GUM,Voice and Accountability: Estimate,VA.EST,1.102079868
Kazakhstan,KAZ,Rule of Law: Percentile Rank,RL.PER.RNK,35.84905624
Guam,GUM,Control of Corruption: Estimate,CC.EST,1.27020359
Liberia,LBR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,35.84905624
Guam,GUM,Government Effectiveness: Estimate,GE.EST,0.667918146
Sri Lanka,LKA,Government Effectiveness: Percentile Rank,GE.PER.RNK,35.84905624
Thailand,THA,Control of Corruption: Percentile Rank,CC.PER.RNK,35.84905624
Guam,GUM,Regulatory Quality: Estimate,RQ.EST,0.545899749
Niger,NER,Voice and Accountability: Percentile Rank,VA.PER.RNK,36.231884
Guam,GUM,Rule of Law: Estimate,RL.EST,1.221117854
Argentina,ARG,Control of Corruption: Percentile Rank,CC.PER.RNK,36.320755
Guatemala,GTM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.304971337
Guatemala,GTM,Voice and Accountability: Estimate,VA.EST,-0.523062348
Belize,BLZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,36.320755
Guatemala,GTM,Control of Corruption: Estimate,CC.EST,-1.209751368
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,36.320755
Guatemala,GTM,Government Effectiveness: Estimate,GE.EST,-0.906891823
Cuba,CUB,Rule of Law: Percentile Rank,RL.PER.RNK,36.320755
Vietnam,VNM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,36.320755
Guatemala,GTM,Regulatory Quality: Estimate,RQ.EST,-0.291810006
El Salvador,SLV,Voice and Accountability: Percentile Rank,VA.PER.RNK,36.71497726
Guatemala,GTM,Rule of Law: Estimate,RL.EST,-1.127138257
Cambodia,KHM,Government Effectiveness: Percentile Rank,GE.PER.RNK,36.79245377
Guinea,GIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.864391387
Guinea,GIN,Voice and Accountability: Estimate,VA.EST,-1.074987411
China,CHN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,36.79245377
Guinea,GIN,Control of Corruption: Estimate,CC.EST,-1.005414963
Ethiopia,ETH,Control of Corruption: Percentile Rank,CC.PER.RNK,36.79245377
Guinea,GIN,Government Effectiveness: Estimate,GE.EST,-0.941579163
Tanzania,TZA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,36.79245377
Turkiye,TUR,Rule of Law: Percentile Rank,RL.PER.RNK,36.79245377
Guinea,GIN,Regulatory Quality: Estimate,RQ.EST,-1.050104618
Benin,BEN,Voice and Accountability: Percentile Rank,VA.PER.RNK,37.19806671
Guinea,GIN,Rule of Law: Estimate,RL.EST,-1.102358937
Cuba,CUB,Government Effectiveness: Percentile Rank,GE.PER.RNK,37.26415253
Guinea-Bissau,GNB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.394830406
Guinea-Bissau,GNB,Voice and Accountability: Estimate,VA.EST,-0.394754052
Dominican Republic,DOM,Control of Corruption: Percentile Rank,CC.PER.RNK,37.26415253
Guinea-Bissau,GNB,Control of Corruption: Estimate,CC.EST,-1.18539381
"Gambia, The",GMB,Rule of Law: Percentile Rank,RL.PER.RNK,37.26415253
Guinea-Bissau,GNB,Government Effectiveness: Estimate,GE.EST,-1.486157537
Kosovo,XKX,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,37.26415253
Tunisia,TUN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,37.26415253
Guinea-Bissau,GNB,Regulatory Quality: Estimate,RQ.EST,-1.321488976
Bosnia and Herzegovina,BIH,Voice and Accountability: Percentile Rank,VA.PER.RNK,37.68115997
Guinea-Bissau,GNB,Rule of Law: Estimate,RL.EST,-1.45421803
Cote d'Ivoire,CIV,Government Effectiveness: Percentile Rank,GE.PER.RNK,37.73584747
Guyana,GUY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.027062163
Guyana,GUY,Voice and Accountability: Estimate,VA.EST,0.191786617
Indonesia,IDN,Control of Corruption: Percentile Rank,CC.PER.RNK,37.73584747
Guyana,GUY,Control of Corruption: Estimate,CC.EST,-0.295775652
